,Time,Surface,Age,Sex,Vehicle,Severity
10123,1750,0,48,1,3,1
10124,1903,0,41,1,8,2
10126,1640,0,39,0,0,2
10127,1730,0,34,1,3,2
10128,1030,0,23,0,0,2
10129,1540,0,18,1,0,1
10130,1430,0,84,1,0,2
10132,1430,0,63,1,0,2
10133,1810,0,59,0,0,2
10134,1810,0,45,0,0,2
10136,1910,0,5,1,3,2
10147,1702,0,78,1,3,2
10148,1610,0,32,1,0,2
10155,1745,0,27,0,6,2
10156,1810,0,18,1,3,2
10159,1820,0,48,1,9,2
10160,1620,0,43,1,6,2
10162,1110,0,24,0,0,2
10163,1040,0,28,0,6,2
10165,1805,0,59,1,0,2
10166,1805,0,51,0,0,2
10168,1750,0,42,1,0,2
10172,845,0,31,1,8,2
10174,745,0,46,0,0,2
10176,2115,0,56,1,7,2
10177,2210,0,65,0,0,2
10178,2239,0,55,1,0,2
10181,820,0,39,1,0,2
10182,1531,0,49,0,0,2
10183,1700,0,45,0,3,2
10184,1855,0,18,1,0,2
10188,1140,0,19,1,3,2
10190,1445,1,31,1,0,2
10191,2225,0,35,0,0,2
10192,2225,0,63,0,0,2
10194,1730,0,46,1,3,2
10195,350,0,52,1,0,2
10198,1902,0,19,0,0,2
10199,1902,0,26,0,0,2
10200,2305,0,19,1,0,2
10201,2305,0,36,1,0,2
10202,2040,0,56,1,0,1
10205,2030,0,61,1,0,2
10206,845,0,47,1,7,2
10207,845,0,55,1,9,2
10208,1745,0,23,0,0,2
10211,1745,0,35,1,0,2
10216,750,0,44,0,0,2
10218,620,0,27,0,0,2
10219,620,0,21,0,0,2
10220,1110,0,40,1,0,2
10222,840,0,50,0,0,2
10223,1415,0,26,1,6,1
10226,1930,0,32,1,3,2
10227,1945,0,55,1,8,1
10228,1920,0,40,1,0,2
10229,45,0,25,1,0,2
10236,45,0,21,1,0,2
10239,1535,0,62,1,0,2
10240,1445,0,76,1,0,2
10242,1250,0,25,0,0,2
10243,2110,0,24,1,3,2
10244,745,1,49,0,0,2
10246,1456,0,43,1,0,2
10247,2040,1,22,1,6,2
10248,2215,1,30,0,0,2
10252,1550,0,46,1,3,2
10254,2140,1,31,1,0,2
10255,2140,1,20,1,0,2
10260,245,0,16,1,2,1
10261,1455,1,46,0,0,2
10262,1455,1,54,0,0,2
10267,2140,1,32,1,0,2
10272,2010,1,39,1,0,2
10273,2150,1,33,1,0,2
10276,1500,0,28,0,0,2
10277,2315,0,37,1,0,2
10278,1400,0,23,0,0,2
10283,1820,0,37,0,0,2
10284,2121,0,57,1,0,2
10286,840,0,43,1,6,2
10288,1125,0,32,0,0,2
10289,1125,0,47,1,0,2
10290,1743,0,26,1,3,2
10292,1745,1,22,0,0,2
10293,1745,1,43,1,0,2
10297,1520,0,28,0,0,2
10299,811,1,29,1,3,2
10300,1309,0,32,1,0,2
10302,1736,0,52,1,0,2
10303,1721,0,54,1,6,2
10304,2200,0,25,1,0,2
10305,1034,0,24,0,0,2
10306,800,0,40,1,3,2
10307,1025,0,77,0,0,2
10308,1025,0,37,0,0,2
10309,1125,0,56,1,0,2
10311,1825,1,51,1,5,2
10312,1155,0,40,1,3,2
10313,1200,0,53,1,3,1
10314,1335,0,33,0,0,2
10315,1335,0,45,0,0,2
10318,1225,0,32,1,0,2
10324,1700,0,13,0,3,2
10327,1405,0,52,1,0,2
10328,1417,0,28,1,0,2
10329,1417,0,33,1,0,2
10332,1745,0,18,1,3,2
10333,1725,0,20,0,0,2
10334,555,0,53,1,3,2
10335,1245,0,56,1,0,2
10337,1745,0,28,0,0,2
10338,1745,0,38,0,0,2
10341,2210,0,22,1,0,2
10345,1740,0,47,1,7,2
10346,1740,0,41,0,0,2
10348,1505,0,47,1,8,1
10349,1550,0,60,1,0,1
10351,1415,0,12,1,3,2
10352,1844,0,39,1,3,2
10353,1542,0,18,1,0,2
10355,1615,0,27,1,0,2
10362,1910,0,64,0,0,2
10363,522,0,49,1,3,2
10364,715,0,47,1,0,2
10368,1040,0,31,0,0,2
10370,1615,0,27,1,0,2
10372,2020,0,40,0,0,2
10373,1830,0,23,0,0,2
10375,320,0,26,1,1,2
10377,830,1,26,1,0,2
10378,1350,0,26,0,0,2
10380,1640,0,29,1,8,2
10381,2330,1,25,1,3,2
10382,800,0,21,1,0,2
10385,1255,1,28,1,0,2
10386,1255,1,18,0,0,2
10389,1300,1,69,1,1,2
10390,1300,1,35,0,0,2
10392,1542,1,18,0,0,2
10393,1715,1,25,0,0,2
10394,701,0,29,1,3,2
10395,1055,0,66,0,4,1
10396,1036,0,48,1,2,1
10397,1036,0,62,1,0,2
10398,1508,0,28,1,0,2
10399,1508,0,54,1,0,2
10400,1740,0,46,1,3,2
10401,1730,0,42,1,0,2
10402,2050,0,48,1,0,2
10404,800,0,45,1,3,2
10405,945,0,38,1,3,2
10406,825,0,47,1,0,2
10407,1517,0,53,1,3,2
10408,1330,0,48,1,3,1
10411,2335,0,32,1,0,2
10412,1354,0,39,1,0,2
10414,1530,0,67,1,0,2
10417,1505,0,25,1,0,2
10419,1505,0,60,0,0,2
10423,1820,0,39,0,0,2
10425,700,0,42,1,3,2
10427,920,0,51,0,0,2
10428,1315,0,25,1,0,2
10430,750,0,18,1,3,2
10431,210,0,48,1,0,2
10432,1820,0,47,1,3,2
10433,1407,0,64,1,0,2
10435,1600,0,21,1,0,2
10436,1645,0,32,0,0,1
10437,1540,0,54,1,8,1
10438,15,0,20,1,0,2
10439,1703,0,36,1,3,2
10440,900,0,49,1,3,2
10441,759,1,32,1,3,2
10446,1605,0,22,0,0,2
10447,1618,0,21,0,0,2
10448,1618,0,32,1,0,2
10450,1720,0,40,1,0,2
10452,1325,1,22,1,0,2
10455,835,0,21,1,0,2
10456,1240,0,38,0,0,2
10458,1916,0,45,1,0,2
10459,1915,0,77,1,0,2
10460,1915,0,69,1,0,2
10463,2120,0,16,1,2,1
10464,1050,0,21,1,3,2
10466,1010,0,20,1,6,1
10467,1333,0,51,1,8,2
10468,1320,0,26,0,0,2
10475,1915,0,26,1,3,2
10478,1325,0,31,1,6,2
10479,1110,0,21,0,0,2
10482,645,0,21,1,0,2
10483,1259,0,62,1,0,2
10484,1030,0,49,1,0,2
10485,1730,0,44,0,0,2
10486,2025,1,22,1,0,2
10488,2100,0,37,1,0,2
10490,1236,1,38,1,0,2
10491,1236,1,47,1,7,2
10495,915,1,22,0,0,2
10496,2345,1,39,1,1,2
10497,2345,1,32,1,1,2
10500,2315,0,63,0,0,1
10502,800,1,33,1,0,2
10503,800,1,22,0,0,2
10505,1430,0,47,1,0,2
10506,1144,1,50,1,0,2
10507,1144,1,24,0,0,2
10511,1844,1,24,0,0,2
10514,2030,0,18,1,6,2
10516,838,1,43,1,0,2
10518,1230,1,79,1,6,1
10519,1332,0,36,1,0,2
10520,1332,0,36,0,0,2
10522,1511,0,34,0,0,2
10523,1615,0,18,1,4,2
10524,1950,0,57,1,3,1
10525,1810,0,12,1,3,2
10527,1140,0,26,1,6,2
10528,2215,0,30,1,3,2
10530,1155,0,22,1,6,2
10531,1302,0,21,1,3,2
10532,1315,0,25,1,3,2
10533,1220,0,57,0,0,2
10534,1220,0,35,1,0,2
10537,1614,0,41,1,0,2
10538,1850,0,36,1,0,2
10539,1850,0,28,1,7,1
10540,1920,1,30,0,0,2
10543,2130,0,60,1,0,2
10549,552,1,46,0,0,2
10552,1700,0,29,1,8,1
10557,751,0,27,0,0,2
10558,751,0,28,0,0,2
10559,1455,1,28,1,0,2
10561,1130,0,48,1,0,2
10562,1955,0,19,1,5,2
10563,1158,1,45,1,3,2
10565,830,0,26,0,3,2
10566,1700,0,51,1,3,1
10567,1230,0,33,0,0,2
10568,840,0,25,1,3,2
10569,745,0,30,1,3,2
10570,1738,1,42,1,0,2
10571,1820,0,25,1,0,2
10573,1925,1,26,1,8,2
10574,1835,1,36,1,6,2
10575,803,0,37,0,0,2
10576,803,0,59,0,0,2
10579,824,0,31,1,0,2
10580,735,0,29,1,0,2
10583,1510,1,90,0,0,2
10584,1510,1,50,1,0,2
10590,1955,1,36,1,1,2
10595,2300,0,55,1,0,2
10597,2105,0,76,1,0,2
10598,2105,0,28,1,0,2
10599,825,1,52,1,0,2
10600,1220,0,24,1,6,1
10601,1220,0,69,0,0,2
10602,1425,0,47,1,3,2
10606,730,1,42,0,0,2
10608,1330,0,34,0,0,2
10609,1610,0,18,1,3,2
10611,2302,1,33,1,7,2
10612,1700,0,46,1,7,2
10614,203,0,22,1,0,2
10615,2114,0,33,1,0,2
10616,2114,0,24,1,0,2
10617,1010,0,24,1,6,2
10618,1010,0,44,0,0,2
10620,523,0,40,1,0,2
10623,1743,0,39,0,0,1
10624,400,0,39,1,0,2
10625,1405,0,43,1,3,2
10627,1347,0,34,1,8,1
10628,1729,0,51,1,3,2
10629,2130,0,20,0,0,2
10630,2130,0,19,1,0,2
10633,2222,0,17,1,0,2
10634,2310,0,24,1,0,1
10636,920,0,41,0,0,2
10637,800,0,52,0,0,2
10638,800,0,52,1,3,2
10641,1435,0,49,1,0,2
10643,1610,0,21,1,6,1
10644,1000,0,26,1,3,2
10647,710,0,52,1,0,2
10648,805,1,29,1,3,2
10650,2258,0,17,1,3,2
10653,1629,0,25,0,0,2
10655,1845,1,38,1,0,2
10657,1952,1,16,1,3,2
10658,200,0,28,1,0,2
10659,1958,1,28,0,0,2
10663,1510,0,41,0,0,2
10666,1510,0,23,1,0,2
10667,1640,0,21,0,0,2
10670,1530,0,28,0,0,2
10671,1730,0,67,0,0,2
10672,1730,0,25,1,0,2
10675,1912,0,57,1,0,2
10676,1912,0,65,0,0,2
10677,1330,0,32,1,0,2
10678,1330,0,61,0,0,2
10684,1025,0,22,1,0,2
10685,1025,0,82,1,0,2
10686,1259,0,47,1,3,2
10688,2335,0,27,1,0,2
10690,56,0,28,1,0,1
10692,1418,0,27,0,0,2
10693,1418,0,39,0,0,2
10697,1500,0,25,0,0,2
10699,640,0,45,1,3,2
10701,842,0,49,1,0,2
10706,1239,1,18,1,6,1
10708,1330,0,28,1,3,2
10709,1515,0,27,1,3,1
10710,605,0,27,1,5,2
10711,1410,0,21,1,14,2
10712,715,0,38,1,0,2
10713,730,1,29,1,5,2
10714,730,1,24,0,3,2
10715,1201,1,57,1,3,1
10716,1725,0,44,0,0,2
10717,1800,0,38,1,0,2
10718,1800,0,31,0,0,2
10719,728,0,35,1,0,1
10720,728,0,31,1,0,2
10721,1240,0,40,1,7,2
10723,1155,1,19,1,0,2
10725,1720,0,45,1,6,2
10726,1630,0,18,1,0,2
10728,1530,0,36,0,0,2
10730,1414,0,48,1,0,2
10735,830,0,44,1,0,1
10736,830,0,24,1,0,2
10738,2200,0,55,1,0,2
10739,2152,0,39,1,8,1
10741,1415,0,50,0,3,2
10742,1130,0,25,1,5,2
10743,405,0,50,1,0,2
10745,1135,0,47,0,0,2
10746,915,1,25,1,0,2
10747,915,1,37,0,0,2
10748,1238,1,18,1,0,2
10750,1445,0,41,0,0,2
10751,800,1,24,0,0,2
10752,800,1,38,1,0,2
10753,620,1,34,1,3,1
10754,955,1,49,1,0,2
10755,955,1,21,1,0,2
10756,845,1,29,1,3,2
10758,1635,0,17,0,0,2
10759,1315,0,61,0,13,2
10760,1315,0,41,1,7,2
10765,1610,0,25,1,0,2
10766,2053,0,24,1,0,2
10770,815,0,21,1,6,1
10771,1415,0,22,1,2,1
10773,2225,0,84,1,0,1
10774,1247,0,75,1,0,2
10775,1247,0,66,1,0,2
10778,920,0,63,1,0,2
10779,1025,0,63,0,0,2
10780,915,0,25,1,0,2
10782,1425,0,66,1,8,2
10783,1425,0,55,1,8,2
10784,2103,0,50,1,0,1
10789,2330,0,20,1,3,2
10790,619,1,24,1,0,2
10792,1744,0,42,0,0,2
10793,1635,1,36,1,3,2
10795,845,1,36,0,8,2
10796,1323,0,19,0,2,2
10797,615,1,55,0,0,2
10798,1110,1,37,1,6,2
10801,1700,0,32,1,0,2
10803,1830,1,66,0,0,2
10806,2000,0,26,1,0,2
10807,1905,1,20,0,0,2
10808,1905,1,53,1,0,2
10809,1540,0,26,1,3,1
10814,917,0,41,0,0,2
10818,1710,0,18,1,6,2
10820,1245,0,55,1,7,2
10822,1300,0,12,1,3,2
10824,750,1,27,0,0,2
10825,750,1,76,1,0,2
10826,750,1,18,0,0,2
10827,1610,0,32,1,3,2
10830,1305,1,80,1,0,2
10831,1310,1,29,1,0,2
10833,1810,0,20,1,0,2
10836,1930,0,40,0,0,2
10837,1900,0,28,1,6,2
10839,1155,1,44,0,0,2
10841,1158,0,49,0,0,2
10842,1750,0,23,1,0,2
10843,1750,0,83,1,0,1
10845,1940,1,24,1,6,2
10846,1725,1,24,0,0,2
10847,18,1,36,1,0,1
10848,18,1,24,1,1,2
10850,630,1,48,1,13,2
10852,912,0,30,0,3,2
10853,1248,0,48,0,0,2
10854,1600,1,21,0,3,1
10855,845,0,36,0,0,2
10857,1710,0,40,1,0,2
10858,1710,0,23,1,0,2
10859,1700,1,40,1,6,2
10860,1900,1,18,0,0,2
10861,1010,1,31,0,0,2
10862,1010,1,26,1,0,2
10865,2050,0,28,1,0,2
10866,1500,0,35,0,0,2
10868,832,0,34,1,3,2
10873,1625,0,49,1,3,2
10874,1650,0,51,0,5,2
10877,1710,0,40,1,0,2
10878,1954,0,33,0,0,2
10879,1954,0,25,1,0,2
10880,1954,0,26,1,0,2
10881,1908,0,24,0,0,2
10882,1505,0,55,0,0,2
10886,1330,0,38,1,3,2
10889,2100,1,39,1,0,2
10892,243,0,38,1,0,2
10893,1225,0,54,1,8,1
10894,1325,0,25,1,0,2
10898,1220,0,84,0,4,2
10900,1610,0,46,1,0,2
10901,1610,0,33,1,0,2
10902,1330,0,52,1,0,2
10904,750,0,21,1,0,2
10905,1257,0,84,1,0,2
10907,405,1,40,1,3,1
10911,1122,1,70,1,0,2
10912,1340,0,37,1,0,2
10913,1340,0,20,0,0,2
10914,1755,0,18,0,0,2
10915,1755,0,22,0,0,2
10918,1310,1,42,0,0,2
10920,730,0,25,1,3,2
10921,750,0,17,1,6,2
10922,1554,0,54,0,0,2
10924,800,0,40,1,0,2
10927,2030,0,45,0,0,2
10928,1925,0,37,1,0,2
10929,1800,0,35,1,3,2
10930,723,0,44,1,0,2
10932,1700,0,32,1,0,2
10933,1700,0,32,1,0,2
10934,1515,0,19,1,0,2
10937,1335,0,26,1,3,2
10938,1149,0,22,1,2,2
10942,2050,0,45,1,1,2
10943,1430,0,30,1,0,2
10944,955,0,37,1,2,2
10945,815,1,18,0,0,2
10946,815,1,58,0,0,2
10947,900,1,23,1,0,2
10948,933,1,43,1,0,1
10949,1525,1,28,1,6,2
10951,1854,0,24,0,0,2
10953,1615,0,32,1,0,2
10954,905,1,25,1,3,2
10955,615,1,66,1,0,2
10957,1859,0,21,1,3,1
10958,1357,0,40,0,0,2
10959,2200,1,41,1,0,1
10960,1345,1,21,0,0,2
10962,755,0,50,1,0,2
10963,815,1,25,1,0,2
10964,815,1,51,1,1,2
10965,800,0,32,1,3,2
10966,1255,0,27,1,0,2
10967,1255,0,41,1,1,2
10970,1800,1,44,0,0,2
10971,1800,1,52,0,0,2
10972,1530,1,23,1,5,2
10973,1644,0,60,0,0,2
10974,1644,0,48,0,0,2
10975,1630,0,34,0,0,2
10976,1935,1,20,1,3,2
10977,1910,0,34,0,3,2
10978,945,0,20,1,6,2
10979,210,0,25,1,5,2
10980,830,2,47,0,0,2
10981,1528,0,29,1,6,2
10982,1745,1,24,1,0,2
10984,950,1,44,1,0,2
10986,455,6,33,1,0,2
10987,540,0,26,1,3,2
10988,1300,0,54,1,3,2
10989,1555,1,27,1,7,2
10990,1555,1,51,0,0,2
10991,1510,1,22,1,0,2
10992,1630,1,42,1,0,2
10993,1640,1,20,1,0,2
10994,1640,1,67,1,0,2
10995,2120,1,50,0,0,2
10997,550,1,62,1,0,2
10999,901,0,79,1,0,2
11000,1035,1,75,1,0,2
11001,1340,1,63,0,0,2
11002,1340,1,56,1,0,2
11005,2200,0,37,1,0,2
11008,2200,0,49,1,0,2
11010,1635,0,28,1,0,2
11011,1635,0,40,1,0,2
11012,2215,0,26,0,0,2
11013,2215,0,30,1,0,2
11016,1340,0,24,0,0,2
11017,1650,0,28,1,0,2
11019,2045,0,33,1,0,2
11020,930,2,24,1,5,1
11021,130,0,42,1,3,1
11022,655,2,23,0,0,2
11023,840,0,23,0,0,2
11024,1448,1,17,0,0,2
11026,1610,0,20,1,3,1
11027,2233,0,47,0,0,2
11028,2233,0,57,1,0,2
11029,1520,0,19,0,5,2
11031,900,2,21,0,0,2
11038,1825,0,34,0,0,2
11041,2325,0,53,1,0,2
11048,945,0,37,0,0,2
11049,1600,0,65,1,0,2
11052,1930,2,52,1,0,2
11053,535,2,47,1,0,2
11054,620,1,40,1,7,2
11055,900,1,35,1,0,2
11056,655,2,44,1,0,2
11057,655,2,34,1,0,2
11059,2318,0,24,0,0,2
11060,800,0,27,0,0,2
11063,1320,1,43,0,0,2
11065,830,0,35,0,0,2
11066,728,1,36,1,3,2
11068,1425,0,25,0,6,2
11069,1915,0,24,1,0,2
11070,845,0,29,1,3,2
11071,830,1,43,1,0,2
11072,910,1,35,0,0,2
11073,1148,0,93,1,0,2
11076,1614,0,62,1,0,2
11077,1830,1,35,1,6,2
11078,1830,1,59,1,0,2
11079,1920,1,30,1,3,2
11081,2320,0,27,1,0,2
11082,1620,0,39,1,0,2
11083,845,1,21,1,0,1
11084,1040,0,38,0,0,2
11085,620,1,26,1,0,2
11086,756,0,28,1,3,2
11087,835,0,85,1,0,2
11088,730,0,23,0,0,2
11089,950,1,33,1,0,2
11090,950,1,33,0,0,2
11092,1130,0,72,0,0,2
11093,1849,1,45,1,3,1
11095,1747,0,26,1,0,2
11100,1747,0,48,1,0,2
11102,2310,1,44,1,13,2
11103,1009,0,33,0,0,2
11105,1500,0,32,1,0,2
11107,1340,0,24,0,3,2
11111,1025,0,52,1,0,2
11112,1530,0,24,1,0,2
11113,2250,0,26,0,0,2
11114,1309,1,47,0,0,2
11115,1309,1,56,1,7,2
11121,1735,0,41,1,3,2
11122,1730,1,23,1,0,2
11123,1935,0,20,1,2,2
11124,2320,2,51,1,3,2
11125,1210,1,42,1,7,2
11126,1210,1,38,0,9,2
11129,1436,1,47,1,0,2
11130,1436,1,21,0,0,2
11131,1436,1,34,1,4,2
11132,1730,1,46,1,0,2
11133,1730,1,35,1,0,2
11134,735,0,39,1,3,2
11135,655,1,52,1,0,2
11136,655,1,41,0,0,2
11137,1800,0,52,1,0,2
11138,2040,0,40,1,0,2
11139,2040,0,31,1,0,2
11140,1515,1,29,0,0,2
11142,1625,0,41,0,0,2
11143,35,0,32,1,0,2
11144,745,1,41,1,0,2
11145,645,1,36,1,0,2
11146,645,2,35,1,0,2
11148,500,2,30,1,7,2
11150,500,2,46,1,0,2
11151,435,2,34,1,0,2
11152,1723,0,42,1,0,2
11154,1915,1,48,0,0,2
11156,1940,1,40,0,0,2
11158,935,0,38,1,0,2
11159,1615,1,74,1,0,2
11161,1555,0,27,1,0,2
11162,1225,1,45,0,0,2
11165,1545,1,57,1,0,2
11167,1255,0,45,1,6,2
11172,1530,1,48,0,0,2
11174,750,1,28,1,0,2
11177,1640,1,45,0,0,2
11180,1615,1,17,0,0,2
11183,1736,1,55,1,5,1
11184,1800,1,78,1,0,1
11185,2040,1,58,0,0,2
11186,15,1,27,1,0,2
11190,645,1,28,1,3,2
11193,1410,1,55,1,0,1
11196,1800,1,30,1,0,2
11197,2318,0,43,1,0,2
11200,1800,0,41,0,0,2
11201,1345,0,22,0,3,2
11202,800,0,35,1,6,2
11204,1300,0,49,0,0,2
11205,1300,0,33,0,0,2
11208,730,1,25,1,0,2
11209,1407,1,73,0,0,2
11212,1555,1,12,1,3,2
11213,2120,0,19,1,2,2
11215,800,1,34,1,7,2
11216,1245,6,21,0,0,2
11217,1245,6,54,1,0,2
11218,1745,1,18,1,6,2
11219,1930,1,42,1,0,2
11221,1935,0,67,0,6,2
11223,1410,0,44,1,0,2
11224,1410,0,43,1,0,2
11227,1308,0,30,0,0,2
11228,1045,1,17,0,0,2
11230,135,0,25,1,0,2
11232,2050,1,26,1,0,2
11233,1200,1,19,1,0,2
11237,1935,0,18,1,0,2
11239,1100,0,42,1,0,2
11240,1100,0,30,0,0,2
11246,1444,0,34,0,0,2
11247,1444,0,32,0,0,2
11249,1505,0,58,0,0,2
11250,1505,0,70,0,0,2
11255,2335,0,32,1,0,2
11256,1545,0,42,1,0,2
11258,1345,1,34,1,5,1
11261,2100,1,30,1,0,2
11262,2100,1,32,0,0,2
11263,1305,0,26,1,0,2
11264,1305,0,70,1,0,2
11266,1630,0,39,1,0,2
11267,710,0,35,1,3,2
11268,1250,2,82,1,0,2
11269,2100,3,27,1,0,2
11271,1,2,25,1,0,2
11274,1044,2,35,1,3,2
11278,1539,3,29,1,0,2
11279,2125,3,35,0,0,2
11281,1430,3,33,1,0,2
11282,1535,0,65,1,0,2
11283,1942,0,56,1,0,2
11285,1404,0,39,1,0,2
11286,1404,0,38,1,0,1
11287,1530,0,46,0,0,2
11288,1215,0,19,0,0,2
11289,1215,0,19,0,0,2
11290,1215,0,43,1,7,2
11291,825,0,61,0,0,2
11293,1240,1,65,1,0,3
11295,1240,1,28,1,7,2
11296,745,1,38,1,8,2
11297,1147,1,27,0,0,2
11298,1805,0,55,0,0,2
11299,1018,0,41,0,0,2
11300,1018,0,30,1,0,2
11301,2126,0,58,0,0,2
11302,2126,0,28,1,0,2
11303,945,0,34,0,7,2
11304,1700,1,34,1,0,2
11305,1135,0,28,1,0,2
11306,1135,0,41,1,0,2
11307,1515,1,59,1,0,2
11308,15,1,44,1,0,1
11309,2327,1,38,1,0,2
11314,938,1,27,1,0,1
11321,520,1,45,1,0,2
11322,520,1,48,1,0,2
11324,1700,1,48,1,3,2
11325,1702,0,22,0,0,2
11326,1928,1,31,0,0,2
11327,700,0,27,1,10,1
11328,1140,1,79,1,0,2
11329,1140,1,49,1,7,2
11331,950,1,37,1,0,2
11332,1417,1,67,1,7,1
11333,1520,0,35,1,0,2
11335,1737,0,17,1,8,3
11336,125,0,33,1,0,2
11337,1230,0,75,1,0,2
11338,1345,0,26,1,8,1
11340,1730,0,20,0,2,2
11342,955,1,34,1,3,2
11343,1300,0,20,1,3,2
11344,1732,0,26,0,0,2
11345,1730,0,38,1,3,1
11346,1740,0,33,0,0,2
11347,2200,0,23,1,3,2
11348,635,0,38,1,6,2
11349,1100,0,49,1,13,2
11350,840,1,44,1,0,2
11351,1250,0,30,1,6,2
11353,700,0,37,1,3,2
11354,1725,0,45,1,0,2
11357,1822,0,23,0,0,2
11358,645,0,21,1,3,2
11359,725,1,52,1,8,1
11360,730,0,29,1,3,2
11361,810,0,30,0,0,2
11362,810,0,56,0,0,2
11364,1250,0,49,1,6,2
11366,1743,0,41,1,0,2
11367,1816,0,35,1,0,2
11368,1800,0,52,1,6,2
11371,2005,1,18,1,0,2
11375,54,0,24,1,0,2
11379,1035,0,77,1,0,2
11383,2310,0,49,1,0,2
11384,2310,0,42,1,0,2
11387,2110,1,39,1,6,1
11388,855,0,36,0,0,2
11389,855,0,41,1,0,2
11390,1145,1,45,1,6,2
11391,2015,1,32,1,0,2
11394,1740,1,32,1,2,1
11395,1700,0,86,0,0,2
11396,1700,0,55,0,0,2
11397,1700,0,27,0,0,2
11400,2045,0,28,1,0,2
11401,2152,1,24,0,0,2
11402,2100,1,20,0,0,2
11403,1020,0,29,0,0,2
11404,1020,0,53,0,0,2
11406,1740,0,81,1,0,2
11408,1810,0,19,1,6,2
11409,1725,1,82,0,0,1
11410,1639,1,24,1,0,2
11411,1639,1,35,1,0,2
11412,1610,1,38,1,0,2
11413,1610,1,39,1,0,2
11414,25,1,20,0,0,2
11415,25,1,26,1,0,2
11419,1030,0,37,0,0,2
11422,1340,0,33,1,0,2
11423,1806,1,19,1,6,1
11425,1615,1,26,0,3,2
11427,720,3,58,1,0,2
11428,720,3,50,1,13,2
11429,735,1,35,1,3,1
11430,801,0,39,0,0,2
11432,2015,0,27,1,0,2
11433,1150,3,35,1,3,2
11435,1645,0,22,1,0,2
11436,1645,0,46,1,0,2
11437,1645,0,22,0,0,2
11438,1655,2,27,1,0,2
11439,1430,3,21,1,3,2
11441,1805,2,26,1,0,2
11443,715,1,49,1,0,2
11444,900,0,59,1,3,1
11449,1615,0,40,1,0,2
11450,435,0,24,1,0,2
11451,1845,1,56,0,0,2
11452,2045,0,31,0,0,2
11456,945,1,37,1,0,2
11457,1140,0,39,0,0,2
11459,110,1,21,1,0,1
11461,5,3,35,1,0,2
11464,1455,1,41,0,0,2
11465,1455,1,28,1,0,2
11467,1700,1,23,0,3,1
11468,850,0,37,1,3,1
11470,915,0,51,1,0,2
11471,915,0,33,0,0,2
11472,915,0,36,1,0,2
11473,1243,1,56,0,0,2
11475,1645,1,19,0,0,2
11476,1645,1,20,1,0,2
11481,2050,1,32,1,3,2
11482,840,0,18,1,6,2
11483,1210,1,41,0,3,2
11484,1800,1,39,0,0,2
11487,1320,0,40,0,0,2
11488,2000,0,53,0,0,2
11491,720,0,22,0,0,2
11493,1510,0,21,1,7,2
11494,1420,0,43,1,0,2
11495,850,0,39,1,3,2
11496,750,2,42,1,7,1
11498,1010,0,38,1,3,2
11500,1005,0,25,1,0,2
11501,905,1,38,0,0,2
11502,1320,0,53,1,0,2
11504,1935,0,85,1,0,2
11506,1825,1,38,1,0,2
11507,810,1,47,1,0,2
11509,830,1,10,1,3,2
11510,840,0,35,1,0,2
11511,630,0,39,1,3,2
11512,1010,0,40,0,0,2
11513,1100,1,26,1,0,2
11515,1055,1,45,1,0,3
11516,1525,1,24,1,0,2
11517,1525,1,38,1,0,2
11519,1326,0,36,1,3,2
11520,1745,0,27,1,3,2
11522,513,3,54,1,0,2
11523,1130,0,41,1,0,2
11524,1130,0,69,1,0,1
11525,1130,0,21,1,0,2
11526,735,0,20,1,0,2
11527,735,0,22,1,0,2
11530,1028,0,38,1,3,2
11532,1330,1,23,0,0,2
11533,1330,1,59,1,0,2
11534,1500,0,30,0,0,2
11535,1820,0,28,0,0,2
11537,1724,0,20,0,0,2
11538,1724,0,39,1,0,2
11541,2300,0,24,0,0,2
11542,1232,0,73,1,0,2
11543,1230,0,42,1,6,2
11544,1545,0,23,1,0,3
11546,1610,0,53,1,0,2
11547,1755,0,40,1,3,1
11552,955,1,68,1,0,2
11553,955,1,30,0,0,2
11558,630,2,49,1,0,2
11560,1745,0,45,1,3,2
11564,1215,0,17,1,0,2
11565,1215,0,44,1,7,2
11569,830,0,42,0,3,2
11570,1445,3,24,1,0,2
11571,1445,3,41,0,0,2
11576,1858,3,23,1,0,2
11577,1440,3,42,0,0,2
11578,845,0,27,1,0,2
11580,1520,0,38,1,0,2
11582,2000,0,18,0,0,1
11586,1620,0,34,1,0,2
11589,815,0,23,0,0,2
11591,725,0,32,1,3,2
11592,1840,0,46,1,3,2
11593,100,1,32,1,0,1
11594,100,1,30,1,0,2
11598,935,0,24,1,6,2
11601,813,0,33,1,0,2
11602,1540,0,31,1,0,2
11607,1525,0,44,1,0,2
11608,1525,0,23,1,0,2
11611,625,0,43,1,3,2
11613,1600,0,72,1,0,2
11615,540,2,55,1,0,2
11616,1600,0,39,1,3,2
11617,1415,0,45,1,0,2
11618,1415,0,53,1,0,2
11619,1415,0,63,1,0,2
11620,828,0,31,1,0,2
11621,1405,0,51,1,10,2
11622,1405,0,36,1,0,2
11624,1206,0,45,0,0,2
11630,1226,0,83,1,0,1
11632,927,0,46,0,0,1
11634,927,0,57,1,0,2
11640,1720,0,17,1,6,1
11641,120,0,18,1,0,2
11642,330,0,34,1,0,1
11643,915,1,43,1,6,2
11644,1129,1,20,1,6,2
